Date,day,Contacts_total,Contacts_Prop
2020-10-09,282,1.170775185447866,1.0
2020-10-10,283,1.1832504544227034,1.0106555631942822
2020-10-11,284,1.19698542240412,1.02238707933174
2020-10-12,285,1.219252303305243,1.0414060004516004
2020-10-13,286,1.2401629966476897,1.059266554384034
2020-10-14,287,1.2581012733103807,1.0745882633557091
2020-10-15,288,1.2740402940746354,1.0882023379981927
2020-10-16,289,1.2876278888995534,1.0998079775725573
2020-10-17,290,1.2988870415069949,1.1094248132788371
2020-10-18,291,1.308459087559689,1.1176006323187946
2020-10-19,292,1.3166198327279617,1.1245710099538064
2020-10-20,293,1.3232937237569076,1.1302714135085612
2020-10-21,294,1.3283542508283528,1.1345937865263234
2020-10-22,295,1.331824084133392,1.1375574924095428
2020-10-23,296,1.3338990104238602,1.1393297594649592
2020-10-24,297,1.3342750314365457,1.1396509321523882
2020-10-25,298,1.3335526434019702,1.139033915287362
2020-10-26,299,1.3319657883052467,1.137678526894742
2020-10-27,300,1.329715273950728,1.1357562839376898
2020-10-28,301,1.32671674709978,1.1331951373672653
2020-10-29,302,1.322966036899008,1.1299915247118284
2020-10-30,303,1.3186502750783853,1.1263052817214874
2020-10-31,304,1.3131824034469037,1.1216349814798658
2020-11-01,305,1.306857500746001,1.116232661051898
2020-11-02,306,1.301982327073724,1.112068604849757
2020-11-03,307,1.2975461250327893,1.1082794896583228
2020-11-04,308,1.2932881173724398,1.1046425765145576
2020-11-05,309,1.2890050770372024,1.1009842820883744
2020-11-06,310,1.2850706824843288,1.0976237782087432
2020-11-07,311,1.2812968912571787,1.0944004512420835
2020-11-08,312,1.2780375899787653,1.0916165681200931
2020-11-09,313,1.2756831879006734,1.089605591027859
2020-11-10,314,1.27427462946394,1.0884024920433222
2020-11-11,315,1.2735648929008951,1.0877962812422508
2020-11-12,316,1.2735448992088099,1.0877792039311378
2020-11-13,317,1.2743587881425076,1.08847437491171
2020-11-14,318,1.2756697564411883,1.0895941187489349
2020-11-15,319,1.2776469175473695,1.0912828811439328
2020-11-16,320,1.2822509160720204,1.0952153171759536
2020-11-17,321,1.2876845068307583,1.0998563369261793
2020-11-18,322,1.2935878064166808,1.1048985514002283
2020-11-19,323,1.3000361445105375,1.1104063023109123
2020-11-20,324,1.3067960146540107,1.1161801436320258
2020-11-21,325,1.3137495615767045,1.1221194110585333
2020-11-22,326,1.3211150171320616,1.1284105040428276
2020-11-23,327,1.3289268358810302,1.13508285142947
2020-11-24,328,1.3373237862296978,1.1422549801635236
2020-11-25,329,1.3461164812533326,1.1497651282542274
2020-11-26,330,1.3551863648921325,1.1575120328278243
2020-11-27,331,1.3644992096261341,1.165466458963393
2020-11-28,332,1.3737574834546744,1.1733742741815627
2020-11-29,333,1.383191710867201,1.1814323775047193
2020-11-30,334,1.3930427291916878,1.189846476511027
2020-12-01,335,1.403251507742154,1.1985661510286938
2020-12-02,336,1.4137186369814723,1.207506491898076
2020-12-03,337,1.424567568253022,1.2167729432257064
2020-12-04,338,1.4358064283044814,1.2263724463507746
2020-12-05,339,1.4471914295805048,1.2360967738028195
2020-12-06,340,1.4588243522551552,1.2460328595853347
2020-12-07,341,1.4707864927651446,1.2562501418259158
2020-12-08,342,1.484292081846774,1.267785737429151
2020-12-09,343,1.49827847740512,1.2797320066464952
2020-12-10,344,1.5129755719706601,1.292285308722092
2020-12-11,345,1.5279490193381242,1.3050746533832842
2020-12-12,346,1.543055315988886,1.3179774692599149
2020-12-13,347,1.5581653977185417,1.3308835181047027
2020-12-14,348,1.573272247907282,1.3437868067774648
2020-12-15,349,1.588206637371124,1.3565427907182492
2020-12-16,350,1.6027444639122619,1.3689600564083968
2020-12-17,351,1.6164327517752657,1.3806517014254267
2020-12-18,352,1.6291457328952865,1.3915103028700393
2020-12-19,353,1.6404481089650862,1.4011640572460138
2020-12-20,354,1.6497967143528145,1.4091490278056282
2020-12-21,355,1.6577790997807131,1.4159670621533966
2020-12-22,356,1.6642999999670174,1.4215367908830074
2020-12-23,357,1.6689334704678642,1.4254943999598297
2020-12-24,358,1.6714143014030083,1.4276133643570765
2020-12-25,359,1.6722353256837064,1.4283146298868752
2020-12-26,360,1.6711351506240155,1.4273749319214881
2020-12-27,361,1.6676642609549726,1.4244103237608572
2020-12-28,362,1.6614635456861901,1.4191140761585386
2020-12-29,363,1.652226454724097,1.4112243539668612
2020-12-30,364,1.6399137899253895,1.4007076766818047
2020-12-31,365,1.623964943220321,1.387085209359893
2021-01-01,366,1.605033316384597,1.3709150452916463
2021-01-02,367,1.5838975974931806,1.3528622891740565
2021-01-03,368,1.5617571033337947,1.3339513193870463
2021-01-04,369,1.5381816970880382,1.3138147410423848
2021-01-05,370,1.5135204461520106,1.2927507048016493
2021-01-06,371,1.488009178004786,1.2709606391559842
2021-01-07,372,1.4621000703027938,1.2488307648436234
2021-01-08,373,1.4365434180395873,1.2270019350384973
2021-01-09,374,1.4117629221122805,1.2058360474835546
2021-01-10,375,1.3886114874887807,1.1860615981176472
2021-01-11,376,1.3679838366874066,1.1684428007107963
2021-01-12,377,1.3499021022227018,1.1529985594171206
2021-01-13,378,1.3346816974478182,1.1399982798040356
2021-01-14,379,1.3228001007165526,1.1298497928195592
2021-01-15,380,1.314760687195588,1.1229830487845895
2021-01-16,381,1.3110846452031288,1.119843212855241
2021-01-17,382,1.3115534009272982,1.1202435935004713
2021-01-18,383,1.3153420687791382,1.1234796271121597
2021-01-19,384,1.3221185015759116,1.1292676151742582
2021-01-20,385,1.331603900770189,1.1373694261044658
2021-01-21,386,1.3436655265247759,1.1476716821690858
