Date,day,Contacts_total,Contacts_Prop
2020-10-09,282,0.9519723664363691,1.0
2020-10-10,283,0.9644309590706407,1.0130871368471643
2020-10-11,284,0.9748186402926284,1.0239988834358529
2020-10-12,285,0.9881808393787008,1.0380352142760985
2020-10-13,286,1.0008051730999659,1.0512964539573753
2020-10-14,287,1.0125292865179476,1.0636120566275138
2020-10-15,288,1.0233135257901145,1.0749403678814808
2020-10-16,289,1.03327063917533,1.0853998242021397
2020-10-17,290,1.042045546424992,1.0946174313082264
2020-10-18,291,1.049048020483491,1.1019731848000136
2020-10-19,292,1.0549823939626184,1.108206951333954
2020-10-20,293,1.0599698411762453,1.11344601854795
2020-10-21,294,1.0642908199049004,1.1179849935024755
2020-10-22,295,1.067477409289627,1.1213323484227191
2020-10-23,296,1.0694046032150806,1.1233567705523948
2020-10-24,297,1.0704514174554658,1.1244563972614179
2020-10-25,298,1.0703043046726364,1.1243018625416967
2020-10-26,299,1.069809647111597,1.1237822491805536
2020-10-27,300,1.068851998476776,1.1227762865406863
2020-10-28,301,1.0676292430681362,1.1214918423154647
2020-10-29,302,1.0658964648075595,1.1196716442491457
2020-10-30,303,1.063719429134274,1.1173847756907282
2020-10-31,304,1.0611671898636172,1.1147037742660642
2020-11-01,305,1.058292976723104,1.1116845551775179
2020-11-02,306,1.0558304072439946,1.1090977474445078
2020-11-03,307,1.0534062950420302,1.1065513371836315
2020-11-04,308,1.051030610865219,1.1040557981737078
2020-11-05,309,1.0484447458184099,1.1013394745303136
2020-11-06,310,1.0458665983720363,1.0986312578453854
2020-11-07,311,1.043433903362041,1.0960758317681538
2020-11-08,312,1.04111893860663,1.0936440755144752
2020-11-09,313,1.039384392946299,1.0918220208819187
2020-11-10,314,1.038353381747555,1.0907389944884074
2020-11-11,315,1.0380186515216097,1.090387376901861
2020-11-12,316,1.0382211105108634,1.0906000500806126
2020-11-13,317,1.0389086654965798,1.0913222926686934
2020-11-14,318,1.0400556800127916,1.0925271748235248
2020-11-15,319,1.0416174434792274,1.094167730286581
2020-11-16,320,1.0444126518940817,1.0971039588089677
2020-11-17,321,1.0475897488837431,1.1004413424365562
2020-11-18,322,1.0513282041687733,1.1043684052556428
2020-11-19,323,1.0555830679998621,1.1088379297724273
2020-11-20,324,1.0603557728977098,1.113851420779224
2020-11-21,325,1.065661054908944,1.1194243577659289
2020-11-22,326,1.0711230993997807,1.1251619660026926
2020-11-23,327,1.0770556850303215,1.1313938544899067
2020-11-24,328,1.0834347808586213,1.1380947799087604
2020-11-25,329,1.090329830160861,1.145337688994505
2020-11-26,330,1.0974874037416027,1.1528563668816956
2020-11-27,331,1.1049070152848213,1.160650302719343
2020-11-28,332,1.1124411141417334,1.1685645018311466
2020-11-29,333,1.1198196067490023,1.1763152442554143
2020-11-30,334,1.1274237652907104,1.184303037609305
2020-12-01,335,1.1353393523173418,1.192617971220522
2020-12-02,336,1.143639147613296,1.2013364966615743
2020-12-03,337,1.1522118806093358,1.210341729689641
2020-12-04,338,1.1611669020119342,1.219748537826437
2020-12-05,339,1.1704033855937956,1.2294510080950198
2020-12-06,340,1.1797555510030493,1.239274996415461
2020-12-07,341,1.1895185125381122,1.2495305057971144
2020-12-08,342,1.2002506205153618,1.2608040556979634
2020-12-09,343,1.2113635162719427,1.2724776043726809
2020-12-10,344,1.2227815639835633,1.2844717001197696
2020-12-11,345,1.2346262401166666,1.2969139479734997
2020-12-12,346,1.2468704923545326,1.309775930809936
2020-12-13,347,1.2589409767621953,1.3224553791145621
2020-12-14,348,1.2712270135162604,1.33536125452359
2020-12-15,349,1.2834991951090795,1.3482525757693515
2020-12-16,350,1.2956337645382403,1.3609993422270645
2020-12-17,351,1.307240956378299,1.373192124548582
2020-12-18,352,1.3181637258013454,1.3846659548908797
2020-12-19,353,1.3283689550659519,1.3953860447006385
2020-12-20,354,1.3369979017802618,1.4044503274661264
2020-12-21,355,1.3446280851134609,1.412465458579398
2020-12-22,356,1.351056409895557,1.4192180965852261
2020-12-23,357,1.356028359650749,1.4244408844837908
2020-12-24,358,1.359266775869335,1.4278426809358338
2020-12-25,359,1.361648427557073,1.4303444885215448
2020-12-26,360,1.3627963172657651,1.4315502900228942
2020-12-27,361,1.361918762558557,1.4306284621020973
2020-12-28,362,1.3590799117374588,1.4276463893852966
2020-12-29,363,1.353906973791877,1.4222124733096164
2020-12-30,364,1.3461141634075342,1.4140265105032437
2020-12-31,365,1.3353374222335197,1.4027060756314245
2021-01-01,366,1.3223410508586801,1.3890540287516497
2021-01-02,367,1.3073969976424271,1.3733560381973704
2021-01-03,368,1.2906896835246413,1.3558058290664812
2021-01-04,369,1.2722606868220467,1.336447077329199
2021-01-05,370,1.2527076065885938,1.3159075313057695
2021-01-06,371,1.232436902593801,1.2946141569290797
2021-01-07,372,1.211707647875837,1.2728390976428925
2021-01-08,373,1.1917625935517748,1.2518878021775368
2021-01-09,374,1.173509080013362,1.2327133868457734
2021-01-10,375,1.1572067478975434,1.2155885913258728
2021-01-11,376,1.1431654234150719,1.2008388727652026
2021-01-12,377,1.1307382702633964,1.1877847615432608
2021-01-13,378,1.1204234333102474,1.1769495342648035
2021-01-14,379,1.1125588286995116,1.1686881551659791
2021-01-15,380,1.107752722172524,1.1636395773958292
2021-01-16,381,1.1069297011874402,1.1627750344593943
2021-01-17,382,1.1099699948266948,1.1659687129173475
2021-01-18,383,1.1156260036534578,1.171910071118674
2021-01-19,384,1.1236306583721016,1.1803185659456916
2021-01-20,385,1.1338767377164285,1.191081566748627
2021-01-21,386,1.146213031977186,1.2040402351886967
2021-01-22,387,1.16033094079941,1.2188704018195553
2021-01-23,388,1.1770154144303364,1.2363966181459634
2021-01-24,389,1.1963048742155302,1.2566592438957025
2021-01-25,390,1.216793370419322,1.278181398241935
2021-01-26,391,1.238334973351344,1.3008097892451962
2021-01-27,392,1.2607407750095179,1.3243459783701477
2021-01-28,393,1.2838116720522337,1.3485808173803175
2021-01-29,394,1.3073140484281167,1.373268904140506
2021-01-30,395,1.3309706526519036,1.3981189996452141
2021-01-31,396,1.3547187086501549,1.4230651607267066
2021-02-01,397,1.3782776350117154,1.447812650456636
2021-02-02,398,1.4013154778467134,1.4720127676525145
2021-02-03,399,1.4235517687006947,1.4953708940414359
2021-02-04,400,1.4446916869685367,1.517577335124361
2021-02-05,401,1.4645715973781481,1.5384602001218297
2021-02-06,402,1.4830341827422724,1.557854235090762
2021-02-07,403,1.49996271384697,1.5756368217514107
2021-02-08,404,1.5156663163008637,1.5921326813031738
2021-02-09,405,1.5301014719805748,1.6072961001046542
2021-02-10,406,1.543310385848407,1.6211714123863317
2021-02-11,407,1.5550742162905562,1.633528735830694
2021-02-12,408,1.5654638774231866,1.6444425622178225
2021-02-13,409,1.574382553960558,1.653811191866977
2021-02-14,410,1.581470014446506,1.661256219407513
2021-02-15,411,1.5871520007631827,1.6672248656802475
2021-02-16,412,1.5915334153403566,1.6718273255116975
2021-02-17,413,1.5944176497115572,1.6748570714086268
2021-02-18,414,1.5957316353399489,1.6762373484783388
2021-02-19,415,1.5955144827116128,1.676009240356725
2021-02-20,416,1.593672802350858,1.6740746460074698
2021-02-21,417,1.5899181643964853,1.6701305840927025
2021-02-22,418,1.5848118738312065,1.6647666778016053
2021-02-23,419,1.578522534869873,1.658160037542837
2021-02-24,420,1.5713051589446967,1.6505785402435045
2021-02-25,421,1.5633324376493678,1.6422035899020633
2021-02-26,422,1.555113443232995,1.6335699417982428
2021-02-27,423,1.5466163219278095,1.624644135120688
2021-02-28,424,1.5378734996403818,1.6154602316843354
2021-03-01,425,1.5294946429333445,1.6066586561318823
2021-03-02,426,1.5218409502648649,1.5986188296218644
2021-03-03,427,1.5149982989126627,1.591430961997285
2021-03-04,428,1.5093574620787205,1.5855055412258205
2021-03-05,429,1.5051409600987156,1.5810763139408006
2021-03-06,430,1.5022895808261676,1.5780810807039138
