Date,day,Contacts_total,Contacts_Prop
2020-10-09,282,1.147952823210823,1.0
2020-10-10,283,1.1609694280061442,1.0113389718916443
2020-10-11,284,1.1745919363445119,1.0232057560163312
2020-10-12,285,1.1926204205063347,1.0389106559018484
2020-10-13,286,1.2090528414464612,1.0532251996774062
2020-10-14,287,1.22421995778869,1.0664375164517197
2020-10-15,288,1.238186777254971,1.0786042354874514
2020-10-16,289,1.2506928016969168,1.0894984326958055
2020-10-17,290,1.2616246775399946,1.0990213639714144
2020-10-18,291,1.2709624972007196,1.1071556875010236
2020-10-19,292,1.2789748239973278,1.1141353530714235
2020-10-20,293,1.2856833534138392,1.1199792599645202
2020-10-21,294,1.2916718469569302,1.1251959321325813
2020-10-22,295,1.2962652759952937,1.129197341376487
2020-10-23,296,1.2993568814186673,1.131890488133796
2020-10-24,297,1.3010607233137728,1.1333747319639036
2020-10-25,298,1.3015144649741182,1.1337699935558183
2020-10-26,299,1.3011565733383137,1.1334582284479078
2020-10-27,300,1.300133285222551,1.1325668258614316
2020-10-28,301,1.298668886443893,1.1312911647462283
2020-10-29,302,1.2962008725625256,1.1291412385197617
2020-10-30,303,1.2931187001293059,1.126456308990516
2020-10-31,304,1.289080393364323,1.1229384756063112
2020-11-01,305,1.2845264362152111,1.118971450954223
2020-11-02,306,1.2809365441302116,1.1158442387444403
2020-11-03,307,1.2774113033399812,1.1127733453079223
2020-11-04,308,1.2741894864128087,1.1099667692343853
2020-11-05,309,1.2710899348529818,1.1072667004709693
2020-11-06,310,1.268161390752775,1.1047155990310897
2020-11-07,311,1.265356721228751,1.1022724067087963
2020-11-08,312,1.2629182549947708,1.1001482199088894
2020-11-09,313,1.2610750219158555,1.0985425501969932
2020-11-10,314,1.2599705060534085,1.097580388825799
2020-11-11,315,1.2599770480375267,1.0975860876524282
2020-11-12,316,1.2606805933861063,1.0981989572184543
2020-11-13,317,1.2619688708141514,1.0993211962181737
2020-11-14,318,1.2636641225313345,1.1007979570073858
2020-11-15,319,1.265729302930032,1.1025969685668688
2020-11-16,320,1.2694181950113081,1.105810421251238
2020-11-17,321,1.273600307423222,1.1094535260264122
2020-11-18,322,1.2785543743429155,1.1137690926764745
2020-11-19,323,1.2842057901232775,1.1186921310331859
2020-11-20,324,1.2903412229726114,1.1240368043727862
2020-11-21,325,1.2968568535678515,1.1297126740283143
2020-11-22,326,1.3038479498658977,1.1358027294353754
2020-11-23,327,1.3113975997414558,1.1423793497658536
2020-11-24,328,1.319440416734297,1.1493855758321352
2020-11-25,329,1.328101986690821,1.1569308074665656
