Date,day,Contacts_total,Contacts_Prop
2020-10-09,282,,
2020-10-10,283,,
2020-10-11,284,,
2020-10-12,285,,
2020-10-13,286,,
2020-10-14,287,,
2020-10-15,288,,
2020-10-16,289,,
2020-10-17,290,,
2020-10-18,291,,
2020-10-19,292,,
2020-10-20,293,,
2020-10-21,294,,
2020-10-22,295,,
2020-10-23,296,,
2020-10-24,297,,
2020-10-25,298,,
2020-10-26,299,,
2020-10-27,300,,
2020-10-28,301,,
2020-10-29,302,,
2020-10-30,303,,
2020-10-31,304,,
2020-11-01,305,,
2020-11-02,306,,
2020-11-03,307,,
2020-11-04,308,,
2020-11-05,309,,
2020-11-06,310,,
2020-11-07,311,,
2020-11-08,312,,
2020-11-09,313,,
2020-11-10,314,,
2020-11-11,315,,
2020-11-12,316,,
2020-11-13,317,,
2020-11-14,318,,
2020-11-15,319,,
2020-11-16,320,,
2020-11-17,321,,
2020-11-18,322,,
2020-11-19,323,,
2020-11-20,324,,
2020-11-21,325,,
2020-11-22,326,,
2020-11-23,327,,
2020-11-24,328,,
2020-11-25,329,,
2020-11-26,330,,
2020-11-27,331,,
2020-11-28,332,,
2020-11-29,333,,
2020-11-30,334,,
2020-12-01,335,,
2020-12-02,336,,
2020-12-03,337,,
2020-12-04,338,,
2020-12-05,339,,
2020-12-06,340,,
2020-12-07,341,,
2020-12-08,342,,
2020-12-09,343,,
2020-12-10,344,,
2020-12-11,345,,
2020-12-12,346,,
2020-12-13,347,,
2020-12-14,348,,
2020-12-15,349,,
2020-12-16,350,,
2020-12-17,351,,
2020-12-18,352,,
2020-12-19,353,,
2020-12-20,354,,
2020-12-21,355,,
2020-12-22,356,,
2020-12-23,357,,
2020-12-24,358,,
2020-12-25,359,,
2020-12-26,360,,
2020-12-27,361,,
2020-12-28,362,,
2020-12-29,363,,
2020-12-30,364,,
2020-12-31,365,,
2021-01-01,366,,
2021-01-02,367,,
2021-01-03,368,,
2021-01-04,369,,
2021-01-05,370,,
2021-01-06,371,,
2021-01-07,372,,
2021-01-08,373,,
2021-01-09,374,,
2021-01-10,375,,
2021-01-11,376,,
2021-01-12,377,,
2021-01-13,378,,
2021-01-14,379,,
2021-01-15,380,,
2021-01-16,381,,
2021-01-17,382,,
2021-01-18,383,,
2021-01-19,384,,
2021-01-20,385,,
2021-01-21,386,,
2021-01-22,387,,
2021-01-23,388,,
2021-01-24,389,,
2021-01-25,390,,
2021-01-26,391,,
2021-01-27,392,,
2021-01-28,393,,
2021-01-29,394,,
2021-01-30,395,,
2021-01-31,396,,
2021-02-01,397,,
2021-02-02,398,,
2021-02-03,399,,
2021-02-04,400,,
2021-02-05,401,,
2021-02-06,402,,
2021-02-07,403,,
2021-02-08,404,,
2021-02-09,405,,
2021-02-10,406,,
2021-02-11,407,,
2021-02-12,408,,
2021-02-13,409,,
2021-02-14,410,,
2021-02-15,411,,
2021-02-16,412,,
2021-02-17,413,,
2021-02-18,414,,
2021-02-19,415,,
2021-02-20,416,,
2021-02-21,417,,
2021-02-22,418,,
2021-02-23,419,,
2021-02-24,420,,
2021-02-25,421,,
2021-02-26,422,,
2021-02-27,423,,
2021-02-28,424,,
2021-03-01,425,,
2021-03-02,426,,
2021-03-03,427,,
2021-03-04,428,,
2021-03-05,429,,
2021-03-06,430,,
2021-03-07,431,,
2021-03-08,432,,
2021-03-09,433,,
2021-03-10,434,,
2021-03-11,435,,
2021-03-12,436,,
2021-03-13,437,,
